"ID","MonthlyIncome"
"242",1112,10231.8995799966
"243",1113,10193.7789497687
"244",1114,6783.59950055892
"245",1115,10642.6396480213
"246",1116,2244.82734597466
"247",1117,6894.73594072208
"248",1118,6091.53311984584
"249",1119,10952.5425741047
"250",1120,2330.07560603056
"251",1121,10725.0200830038
"252",1122,14887.4779754315
"253",1123,6118.6944353669
"254",1124,14017.8294732852
"255",1125,2026.89964858712
"256",1126,1992.19611704589
"257",1127,2189.88933907499
"258",1128,6120.57708681061
"259",1129,13978.2079779513
"260",1130,2154.16492960265
"261",1131,9993.28915928352
"262",1132,13997.0632029969
"263",1133,6118.99301048671
"264",1134,2058.70539365629
"265",1135,2529.01923713234
"266",1136,2239.61393365106
"267",1137,2984.53061747422
"268",1138,6159.6702155833
"269",1139,10126.1951935377
"270",1140,13740.7972309104
"271",1141,6102.70996961377
"272",1142,6064.59939064198
"273",1143,10798.4949390967
"274",1144,5784.25483934008
"275",1145,6376.27613787085
"276",1146,6040.999398017
"277",1147,6005.37863801966
"278",1148,2167.96249381951
"279",1149,2123.00486504934
"280",1150,6100.41496687417
"281",1151,2104.21274870939
"282",1152,6024.89548862994
"283",1153,6962.71434323071
"284",1154,1948.44865835882
"285",1155,6382.94409766326
"286",1156,14446.2622287243
"287",1157,2164.14983490542
"288",1158,6690.2883116838
"289",1159,2148.14272577104
"290",1160,6150.84904580162
"291",1161,2208.71647210142
"292",1162,10086.4638531564
"293",1163,2422.19249442646
"294",1164,10017.6148416085
"295",1165,2228.75160405174
"296",1166,2074.85418613108
"297",1167,9981.19784826326
"298",1168,5920.14613815767
"299",1169,2274.13597769233
"300",1170,2217.03957246529
